,id,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,runtime,original_language,year
730,900667,One Piece Film Red,ONE PIECE FILM RED,2022-08-06,0,171315305,5.6485,7.218,1142,115,ja,2022
731,800939,Ticket to Paradise,Ticket to Paradise,2022-09-08,20000000,168800000,5.2449,6.4,1416,104,en,2022
732,526896,Morbius,Morbius,2022-03-30,75000000,167635712,12.4639,5.895,4877,105,en,2022
733,756999,The Black Phone,The Black Phone,2022-06-16,16000000,161441914,14.4505,7.515,5941,103,en,2022
734,579974,RRR,రౌద్రం రణం రుధిరం,2022-03-24,69000000,160000000,12.8523,7.709,1643,187,te,2022
735,931404,Boonie Bears: Back to Earth,熊出没·重返地球,2022-02-01,0,152000000,2.2628,6.8,17,99,zh,2022
736,682507,Where the Crawdads Sing,Where the Crawdads Sing,2022-07-14,24000000,144353965,12.0844,7.522,2352,126,en,2022
737,545611,Everything Everywhere All at Once,Everything Everywhere All at Once,2022-03-24,25000000,139200000,25.3754,7.712,8181,140,en,2022
738,646385,Scream,Scream,2022-01-12,24000000,138874789,12.1883,6.7,3948,114,en,2022
739,505026,Death on the Nile,Death on the Nile,2022-02-09,90000000,137307235,12.7404,6.41,4276,127,en,2022
740,937278,A Man Called Otto,A Man Called Otto,2022-12-28,50000000,113360085,11.309,7.746,3666,126,en,2022
741,830784,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile",2022-10-07,50000000,111080122,4.7422,7.029,681,106,en,2022
742,543504,Detective vs. Sleuths,神探大戰,2022-07-02,0,105500000,1.546,6.789,97,102,cn,2022
743,616820,Halloween Ends,Halloween Ends,2022-10-12,33000000,105400796,4.9707,6.022,2053,111,en,2022
744,619803,The Roundup,범죄도시 2,2022-05-18,7600000,101166707,6.3215,7.336,446,106,ko,2022
745,518896,Warriors of Future,明日戰記,2022-08-05,0,100730000,3.9138,6.981,495,101,zh,2022
746,724495,The Woman King,The Woman King,2022-09-16,50000000,97562514,8.3814,7.577,2396,135,en,2022
747,820446,Downton Abbey: A New Era,Downton Abbey: A New Era,2022-04-27,40000000,92651384,3.8176,7.208,624,124,en,2022
748,587412,K.G.F: Chapter 2,ಕೆ.ಜಿ.ಎಫ್: Chapter 2,2022-04-14,13000000,90410749,3.7529,7.403,212,168,kn,2022
749,799288,Snipers,狙击手,2022-02-01,0,90120000,1.2169,6.924,46,96,zh,2022
750,619730,Don't Worry Darling,Don't Worry Darling,2022-09-21,35000000,86700000,6.5944,6.762,3001,123,en,2022
751,610150,Dragon Ball Super: Super Hero,ドラゴンボール超 スーパーヒーロー,2022-06-11,0,86600000,4.6923,7.893,3052,100,ja,2022
752,827689,Only Fools Rush In,四海,2022-02-01,0,85365990,1.8739,5.727,33,128,zh,2022
753,626735,Dog,Dog,2022-02-17,20000000,84774243,4.2407,7.288,1790,101,en,2022
755,945778,Give Me Five,哥，你好,2022-09-09,0,81322778,0.4287,4.9,12,112,zh,2022
756,656663,Jackass Forever,Jackass Forever,2022-02-01,10000000,80563999,4.4173,6.782,933,96,en,2022
757,593643,The Menu,The Menu,2022-11-17,35000000,79628200,20.5563,7.178,6414,107,en,2022
758,899112,Violent Night,Violent Night,2022-11-30,20000000,75734910,5.1061,7.2,2589,112,en,2022
759,629176,Samaritan,Samaritan,2022-08-25,100000000,75000000,5.3132,6.652,2234,102,en,2022
760,877269,Strange World,Strange World,2022-11-23,180000000,73621640,6.807,6.226,1441,102,en,2022
762,903939,Detective Conan: The Bride of Halloween,名探偵コナン ハロウィンの花嫁,2022-04-15,0,72699093,2.9959,6.412,114,111,ja,2022
763,844075,New Gods: Yang Jian,新神榜：杨戬,2022-08-19,0,70826303,4.395,7.49,102,128,zh,2022
764,639933,The Northman,The Northman,2022-04-07,70000000,69633110,9.8497,7.0,5153,137,en,2022
765,406759,Moonfall,Moonfall,2022-02-02,146000000,67319703,8.5048,6.271,3693,131,en,2022
766,615777,Babylon,Babylon,2022-12-22,78000000,65267446,16.5953,7.34,3837,189,en,2022
767,804725,Someday or One Day,想見你,2022-12-24,0,62655572,0.9244,5.7,21,107,zh,2022
768,858485,Kantara,ಕಾಂತಾರ,2022-09-30,1960000,60447800,1.634,7.148,145,147,kn,2022
769,696157,Whitney Houston: I Wanna Dance with Somebody,Whitney Houston: I Wanna Dance with Somebody,2022-12-20,50000000,59806881,2.7138,7.006,528,144,en,2022
770,660046,Ponniyin Selvan: Part I,பொன்னியின் செல்வன்: பாகம் 1,2022-09-30,29500000,59000000,1.6277,7.1,97,167,ta,2022
771,714888,Argentina 1985,Argentina 1985,2022-09-29,20000000,58424000,1.9388,7.827,753,141,es,2022
772,785084,The Whale,The Whale,2022-12-09,3000000,57615635,19.9783,7.761,4777,117,en,2022
773,588108,Hansan: Rising Dragon,한산: 용의 출현,2022-07-27,0,57490985,2.9342,6.521,95,130,ko,2022
774,760741,Beast,Beast,2022-08-11,36000000,56000000,6.7478,6.5,1783,93,en,2022
775,522016,The 355,The 355,2022-01-05,75000000,55700000,7.2715,6.015,1159,122,en,2022
776,743563,Vikram,விக்ரம்,2022-06-02,15354648,54172014,2.2543,7.6,171,174,ta,2022
777,763285,Ambulance,Ambulance,2022-03-16,40000000,52303589,6.549,6.619,2492,136,en,2022
778,943744,Jennifer Lopez & Maluma Live: Marry Me Tonight!,Jennifer Lopez & Maluma Live: Marry Me Tonight!,2022-02-08,0,50000000,0.3014,1.0,1,60,en,2022
779,674324,The Banshees of Inisherin,The Banshees of Inisherin,2022-10-20,20000000,49300000,6.357,7.464,3431,114,en,2022
780,804095,The Fabelmans,The Fabelmans,2022-11-11,40000000,45629909,10.8665,7.562,2819,151,en,2022
781,913290,Barbarian,Barbarian,2022-09-08,4500000,45400000,9.3609,6.874,3368,103,en,2022
782,615904,Marry Me,Marry Me,2022-02-09,23000000,44000000,4.7509,6.609,1114,112,en,2022
783,366672,Paws of Fury: The Legend of Hank,Paws of Fury: The Legend of Hank,2022-07-14,45000000,42500000,4.298,6.599,335,94,en,2022
784,1029827,Drishyam 2,दृश्यम २,2022-11-18,7200000,41000000,2.2066,8.031,113,140,hi,2022
785,879444,Accident Man: Hitman's Holiday,Accident Man: Hitman's Holiday,2022-10-14,0,41000000,4.0676,6.834,262,96,en,2022
786,676547,Prey for the Devil,Prey for the Devil,2022-10-23,0,37655699,4.226,6.8,1019,93,en,2022
787,668482,Roald Dahl's Matilda the Musical,Roald Dahl's Matilda the Musical,2022-11-25,25000000,37289659,5.3875,6.8,824,117,en,2022
788,961420,Kingdom 2: Far and Away,キングダム2 遥かなる大地へ,2022-07-15,0,34963395,2.0687,7.265,130,134,ja,2022
789,974772,The Fallen Bridge,断·桥,2022-08-13,0,34450000,0.5304,6.0,13,113,zh,2022
790,634429,Shin Ultraman,シン・ウルトラマン,2022-05-13,5500000,34441594,11.4288,7.5,251,112,ja,2022
791,504827,The Bob's Burgers Movie,The Bob's Burgers Movie,2022-05-26,38000000,34148750,4.0668,6.944,378,102,en,2022
792,830788,The Invitation,The Invitation,2022-08-24,10000000,33628000,4.6455,5.992,983,105,en,2022
793,753569,Mozart from Space,外太空的莫扎特,2022-07-15,0,33178670,0.7026,3.6,13,116,zh,2022
794,1028526,Ordinary Hero,平凡英雄,2022-09-30,0,32850000,0.8126,7.7,6,97,zh,2022
795,676701,Tad the Lost Explorer and the Emerald Tablet,Tadeo Jones 3: La Tabla Esmeralda,2022-08-24,11983950,32800000,3.6617,7.5,344,89,es,2022
796,695962,Bhool Bhulaiyaa 2,भूल भुलैया 2,2022-05-20,8400000,32000000,1.3537,6.16,94,143,hi,2022
797,664469,Amsterdam,Amsterdam,2022-09-27,80000000,31245810,5.8971,6.069,1852,134,en,2022
798,754609,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,2022-07-15,0,31179316,2.7947,7.3,520,116,en,2022
799,648579,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,2022-04-20,30000000,29116320,4.9179,6.775,2538,107,en,2022
800,346698,Barbie,Barbie,2023-07-19,145000000,1447138421,22.9157,6.916,11302,114,en,2023
801,502356,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023-04-05,100000000,1360879735,28.0133,7.602,10942,93,en,2023
802,872585,Oppenheimer,Oppenheimer,2023-07-19,100000000,952000000,45.8284,8.023,12104,181,en,2023
803,447365,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,2023-05-03,250000000,845550000,26.6375,7.93,8541,150,en,2023
804,385687,Fast X,Fast X,2023-05-17,340000000,704709660,40.5087,6.988,6408,142,en,2023
805,569094,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023-05-31,100000000,690897910,47.369,8.339,8867,140,en,2023
806,1066298,Full River Red,满江红,2023-01-22,0,673556758,2.0577,6.05,180,157,zh,2023
807,842675,The Wandering Earth II,流浪地球2,2023-01-22,73800000,665000000,8.6725,7.295,737,174,zh,2023
808,787699,Wonka,Wonka,2023-12-06,125000000,634502312,10.3917,7.0,4459,117,en,2023
809,575264,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023-07-08,220000000,571125435,14.1395,7.504,5228,164,en,2023
810,447277,The Little Mermaid,The Little Mermaid,2023-05-18,297000000,569626289,12.3907,6.266,3359,135,en,2023
811,976573,Elemental,Elemental,2023-06-14,200000000,496444308,20.2874,7.591,5438,102,en,2023
812,640146,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,2023-02-15,200000000,476071180,13.6614,6.224,5945,125,en,2023
813,603692,John Wick: Chapter 4,John Wick: Chapter 4,2023-03-21,100000000,447316405,19.0881,7.71,8113,170,en,2023
814,667538,Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,2023-06-06,195000000,441381193,22.4628,7.168,5342,127,en,2023
815,572802,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,2023-12-20,205000000,440181226,32.3029,6.5,3577,124,en,2023
816,615656,Meg 2: The Trench,Meg 2: The Trench,2023-08-02,129000000,398500317,19.8708,6.376,4036,116,en,2023
817,335977,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,2023-06-25,294700000,383963057,11.2351,6.511,4242,155,en,2023
818,856289,Creation of the Gods I: Kingdom of Storms,封神第一部：朝歌风云,2023-07-15,85000000,369081777,8.4393,7.074,484,148,zh,2023
819,695721,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,100000000,337371917,12.4932,7.0,3584,157,en,2023
820,1108211,Lost in the Stars,消失的她,2023-06-22,9500000,334039200,4.8051,6.411,107,122,zh,2023
821,940551,Migration,Migration,2023-12-06,72000000,298776052,10.7875,7.354,2281,83,en,2023
822,507089,Five Nights at Freddy's,Five Nights at Freddy's,2023-10-25,20000000,297242145,12.7088,7.301,5104,110,en,2023
823,508883,The Boy and the Heron,君たちはどう生きるか,2023-07-14,50000000,294200000,11.3344,7.391,2710,124,ja,2023
824,677179,Creed III,Creed III,2023-03-01,75000000,275300000,9.1107,7.088,2918,116,en,2023
825,298618,The Flash,The Flash,2023-06-13,220000000,271333313,17.2698,6.621,5105,144,en,2023
826,968051,The Nun II,The Nun II,2023-09-06,38500000,269670590,11.4072,6.6,2526,110,en,2023
827,1160164,TAYLOR SWIFT | THE ERAS TOUR,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,15000000,261656269,4.3676,8.161,532,169,en,2023
828,1022796,Wish,Wish,2023-11-13,175000000,254997360,8.9582,6.219,1803,95,en,2023
829,1089654,Chang'an,长安三万里,2023-07-02,0,252520750,2.7692,7.7,65,168,zh,2023
830,678512,Sound of Freedom,Sound of Freedom,2023-07-03,14500000,250600000,6.9465,7.954,2792,131,en,2023
831,753342,Napoleon,Napoleon,2023-11-22,165000000,222435664,16.1677,6.303,3174,158,en,2023
832,1078012,Boonie Bears: Guardian Code,熊出没·伴我“熊芯”,2023-01-22,0,221982308,1.7308,7.0,12,94,zh,2023
833,1072790,Anyone but You,Anyone but You,2023-12-21,25000000,214891370,13.8663,6.759,3148,103,en,2023
834,901362,Trolls Band Together,Trolls Band Together,2023-10-12,95000000,210231405,7.909,7.248,1012,91,en,2023
835,493529,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves,2023-03-23,151000000,208200000,19.0412,7.356,4777,134,en,2023
836,609681,The Marvels,The Marvels,2023-11-08,274800000,206136825,13.8571,5.9,3497,105,en,2023
837,893723,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,2023-09-21,30000000,202231360,11.8892,6.943,570,88,en,2023
838,926393,The Equalizer 3,The Equalizer 3,2023-08-30,70000000,191067560,13.1092,7.299,3805,109,en,2023
839,614479,Insidious: The Red Door,Insidious: The Red Door,2023-07-05,16000000,189086877,11.4015,6.511,2022,107,en,2023
840,1173076,Johnny Keep Walking!,年会不能停！,2023-12-29,0,186000000,2.7335,7.467,105,117,zh,2023
841,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,75000000,180513586,8.1949,7.224,1631,100,en,2023
842,934433,Scream VI,Scream VI,2023-03-08,33000000,169063850,14.4243,6.9,3265,123,en,2023
843,466420,Killers of the Flower Moon,Killers of the Flower Moon,2023-10-18,200000000,158722599,15.4321,7.392,4224,206,en,2023
844,713704,Evil Dead Rise,Evil Dead Rise,2023-04-12,15000000,147256372,32.0669,6.95,3838,96,en,2023
845,855483,Hidden Blade,无名,2023-01-22,0,139083591,1.5648,6.3,59,128,zh,2023
846,807172,The Exorcist: Believer,The Exorcist: Believer,2023-10-04,30000000,136998069,5.698,5.821,1307,111,en,2023
847,872906,Jawan,जवान,2023-09-07,31736340,136675088,4.1855,7.0,337,169,hi,2023
848,667717,Deep Sea,深海,2023-01-22,28700000,136090000,2.6636,6.997,153,112,zh,2023
849,594767,Shazam! Fury of the Gods,Shazam! Fury of the Gods,2023-03-15,110000000,134221819,8.4984,6.411,3702,130,en,2023
850,565770,Blue Beetle,Blue Beetle,2023-08-16,104000000,130788072,7.9873,6.628,3175,128,en,2023
851,864692,Pathaan,पठान,2023-01-25,30270000,127180000,2.8193,6.4,263,146,hi,2023
852,951491,Saw X,Saw X,2023-09-27,13000000,125319714,18.1861,7.157,2420,118,en,2023
853,980489,Gran Turismo,Gran Turismo,2023-08-09,60000000,121700000,11.7033,7.701,3481,135,en,2023
854,945729,A Haunting in Venice,A Haunting in Venice,2023-09-13,60000000,121400000,6.9059,6.565,2896,104,en,2023
855,792307,Poor Things,Poor Things,2023-12-07,35000000,117607117,14.6563,7.6,5599,141,en,2023
856,616747,Haunted Mansion,Haunted Mansion,2023-07-26,157800000,117449790,5.1816,6.436,1257,123,en,2023
857,1076500,The Volunteers: To the War,志愿军：雄兵出击,2023-09-28,0,115920000,1.3818,6.174,23,141,zh,2023
858,940721,Godzilla Minus One,ゴジラ-1.0,2023-11-03,15000000,113676322,15.6583,7.583,3274,125,ja,2023
859,781732,Animal,Animal,2023-12-01,13000000,108300000,5.1177,6.1,199,201,hi,2023
860,1047041,Detective Conan: Black Iron Submarine,名探偵コナン 黒鉄の魚影（サブマリン）,2023-04-14,0,106771806,7.6333,7.025,142,110,ja,2023
861,670292,The Creator,The Creator,2023-09-27,80000000,104272136,12.3413,7.028,4041,134,en,2023
862,945703,Post Truth,保你平安,2023-03-10,14506629,102500000,0.5757,7.3,46,112,zh,2023
863,1175807,Honk,Honk,2023-09-08,5,100000000,0.1132,0.0,0,6,en,2023
864,751171,Chebi: My Fluffy Friend,Чебурашка,2023-01-01,7700000,97000000,1.4843,6.606,90,113,ru,2023
865,1008042,Talk to Me,Talk to Me,2023-07-26,4500000,91959188,9.9661,7.141,3850,95,en,2023
866,1046090,"The Pig, the Snake and the Pigeon",周處除三害,2023-10-06,0,91608950,4.5016,7.296,275,134,zh,2023
867,964980,Air,Air,2023-04-05,80000000,90100000,10.8949,7.282,2371,112,en,2023
868,804150,Cocaine Bear,Cocaine Bear,2023-02-22,32500000,88314672,10.8377,5.988,2480,95,en,2023
869,770906,Salaar: Part 1 - Ceasefire,సలార్: పార్ట్‌ 1 – సీజ్‌ఫైర్‌,2023-12-21,34000000,87229100,3.1943,6.7,116,175,te,2023
870,955555,The Roundup: No Way Out,범죄도시 3,2023-05-31,0,83410298,9.2705,7.216,552,105,ko,2023
871,884605,No Hard Feelings,No Hard Feelings,2023-06-15,45000000,83000000,10.0518,6.68,3935,103,en,2023
872,532408,The Boogeyman,The Boogeyman,2023-05-31,35000000,82344833,5.6718,6.4,1124,99,en,2023
873,1077295,Godspeed,人生路不熟,2023-04-28,0,81250000,1.1144,5.276,29,100,zh,2023
874,1012837,Born to Fly,长空之王,2023-04-28,0,80504376,2.2208,6.7,75,127,zh,2023
875,1155257,Last Suspect,拯救嫌疑人,2023-11-01,0,79775114,1.0037,6.5,12,119,zh,2023
876,758323,The Pope's Exorcist,The Pope's Exorcist,2023-04-05,18000000,76987621,7.2389,6.921,3220,103,en,2023
877,646389,Plane,Plane,2023-01-11,25000000,74515586,6.8406,6.895,2700,107,en,2023
878,937020,Jailer,ஜெயிலர்,2023-08-10,0,72997485,2.0488,6.521,117,165,ta,2023
879,1073486,Vaalvi,वाळवी,2023-01-13,30000000,72500000,0.3453,6.875,12,106,mr,2023
880,949229,Leo,லியோ,2023-10-18,42219285,71772785,3.4112,6.865,133,163,ta,2023
881,558915,The Color Purple,The Color Purple,2023-12-25,90000000,68919191,3.9293,6.955,368,141,en,2023
883,661579,Under the Light,坚如磐石,2023-09-28,0,62600000,0.8549,5.774,42,128,zh,2023
884,700391,65,65,2023-03-02,45000000,60730568,7.9922,5.947,2897,92,en,2023
885,1062807,SPY x FAMILY CODE: White,劇場版 SPY×FAMILY CODE: White,2023-12-22,5000000,59629242,5.7159,7.197,663,110,ja,2023
886,1490213,Demon Slayer: Kimetsu no Yaiba - Entertainment District Decisive Battle Arc,鬼滅の刃 遊郭決戦編,2023-03-01,0,56300000,1.4965,8.667,6,126,ja,2023
887,631842,Knock at the Cabin,Knock at the Cabin,2023-02-01,20000000,54700000,4.8687,6.249,3142,100,en,2023
888,1121612,No More Bets,孤注一掷,2023-08-05,0,54578820,3.0288,6.971,85,130,zh,2023
889,823452,The Boys in the Boat,The Boys in the Boat,2023-12-25,40000000,54401583,3.0711,7.244,369,123,en,2023
890,734253,Adipurush,आदिपुरुष,2023-06-16,63000000,54300000,2.2745,4.6,109,179,hi,2023
891,747188,Asteroid City,Asteroid City,2023-06-08,25000000,53857743,7.0572,6.454,2554,105,en,2023
892,816904,Mummies,Momias,2023-01-05,12000000,53400000,4.253,6.925,515,88,es,2023
893,467244,The Zone of Interest,The Zone of Interest,2023-12-15,15000000,52631884,11.9221,7.011,2671,105,en,2023
894,719256,Jesus Revolution,Jesus Revolution,2023-02-23,15000000,52300000,2.4893,6.851,185,120,en,2023
895,906221,Magic Mike's Last Dance,Magic Mike's Last Dance,2023-02-09,45000000,52000000,4.3873,6.402,601,112,en,2023
896,760774,One Life,One Life,2023-12-21,0,51437352,4.5598,7.771,971,109,en,2023
897,1026227,There's Still Tomorrow,C'è ancora domani,2023-10-26,9000000,50121593,3.9076,8.07,1537,118,it,2023
898,720557,Tiger 3,Tiger 3,2023-11-11,36000000,49000000,3.0615,5.7,63,150,hi,2023
899,739405,Operation Fortune: Ruse de Guerre,Operation Fortune: Ruse de Guerre,2023-01-04,50000000,48983306,8.0441,6.469,1999,114,en,2023
900,1022789,Inside Out 2,Inside Out 2,2024-06-11,200000000,1698863816,26.3187,7.5,6820,97,en,2024
901,533535,Deadpool & Wolverine,Deadpool & Wolverine,2024-07-24,200000000,1338073645,44.501,7.6,9022,128,en,2024
902,1241982,Moana 2,Moana 2,2024-11-21,150000000,1059242164,42.3199,6.987,3185,100,en,2024
903,519182,Despicable Me 4,Despicable Me 4,2024-06-20,100000000,972021410,22.2011,6.983,3290,94,en,2024
904,402431,Wicked,Wicked,2024-10-16,150000000,758827029,21.5732,6.91,3139,162,en,2024
905,762509,Mufasa: The Lion King,Mufasa: The Lion King,2024-12-18,200000000,722631756,21.1176,7.304,2723,118,en,2024
906,693134,Dune: Part Two,Dune: Part Two,2024-02-27,190000000,714844358,28.8704,8.129,8260,167,en,2024
907,823464,Godzilla x Kong: The New Empire,Godzilla x Kong: The New Empire,2024-03-27,150000000,571750016,17.6254,7.048,4768,115,en,2024
908,1011985,Kung Fu Panda 4,Kung Fu Panda 4,2024-03-02,80000000,548040835,18.7282,7.008,3602,94,en,2024
909,939243,Sonic the Hedgehog 3,Sonic the Hedgehog 3,2024-12-19,122000000,492162604,25.1711,7.608,3371,110,en,2024
910,912649,Venom: The Last Dance,Venom: The Last Dance,2024-10-22,120000000,478937618,23.5882,6.665,4357,109,en,2024
911,1228891,Pegasus 2,飞驰人生2,2024-02-10,60000000,466862668,3.0835,7.232,95,121,zh,2024
912,558449,Gladiator II,Gladiator II,2024-11-13,310000000,462180717,20.9311,6.605,4593,148,en,2024
913,917496,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,2024-09-04,99000000,452000435,16.6203,6.93,3205,105,en,2024
914,1229349,Yolo,热辣滚烫,2024-02-10,100000000,433606094,2.2628,6.815,119,129,zh,2024
915,1299537,Successor,抓娃娃,2024-07-13,0,422307398,2.8515,6.949,89,133,zh,2024
916,573435,Bad Boys: Ride or Die,Bad Boys: Ride or Die,2024-06-05,100000000,404547819,14.9429,7.319,3402,116,en,2024
917,653346,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,2024-05-08,160000000,397378150,15.1153,7.057,4351,145,en,2024
918,495278,Limonov: The Ballad,Limonov: The Ballad,2024-09-05,10500000,377523000,1.2955,6.4,83,133,fr,2024
919,718821,Twisters,Twisters,2024-07-10,155000000,372262265,8.2865,6.773,3068,123,en,2024
920,1079091,It Ends with Us,It Ends with Us,2024-08-07,55000000,351441044,9.9292,6.951,1999,131,en,2024
921,945961,Alien: Romulus,Alien: Romulus,2024-08-13,80000000,350865342,23.106,7.168,4708,119,en,2024
922,1147596,Article 20,第二十条,2024-02-10,0,337554287,1.3786,6.929,55,141,zh,2024
923,1184918,The Wild Robot,The Wild Robot,2024-09-12,78000000,331982078,43.6856,8.313,6343,102,en,2024
924,1228564,Boonie Bears: Time Twist,熊出没·逆转时空,2024-02-10,40000000,275815986,3.5477,8.0,9,101,zh,2024
925,762441,A Quiet Place: Day One,A Quiet Place: Day One,2024-06-26,67000000,261907653,14.6736,6.645,3448,100,en,2024
926,748783,The Garfield Movie,The Garfield Movie,2024-04-30,60000000,254907482,12.3817,6.983,1465,101,en,2024
927,857598,Pushpa 2 - The Rule,పుష్పా 2 - The Rule,2024-12-04,52900000,219000000,2.7798,6.3,152,225,te,2024
928,516729,Paddington in Peru,Paddington in Peru,2024-11-08,90000000,211000000,13.2861,6.815,718,106,en,2024
929,889737,Joker: Folie à Deux,Joker: Folie à Deux,2024-10-01,190000000,207500287,10.5969,5.404,2984,138,en,2024
930,967847,Ghostbusters: Frozen Empire,Ghostbusters: Frozen Empire,2024-03-20,100000000,201967521,9.4532,6.45,2224,115,en,2024
931,1462164,Jigsaw Prank Gone Wrong,Jigsaw Prank Gone Wrong,2024-12-30,0,200000000,0.0579,0.0,0,5,en,2024
932,1300945,A Place Called Silence,默杀,2024-07-03,0,192856689,1.852,6.9,44,119,zh,2024
933,639720,IF,IF,2024-05-08,110000000,190309707,8.2277,6.945,1650,104,en,2024
934,845781,Red One,Red One,2024-10-31,250000000,185700759,23.8615,6.973,3093,124,en,2024
935,426063,Nosferatu,Nosferatu,2024-12-25,50000000,181805645,19.0184,6.7,3805,133,en,2024
936,746036,The Fall Guy,The Fall Guy,2024-04-24,125000000,181073291,13.1252,6.957,3897,127,en,2024
937,802219,Bob Marley: One Love,Bob Marley: One Love,2024-02-14,70000000,180828556,3.2718,6.591,996,104,en,2024
938,786892,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,2024-05-22,168000000,174287546,17.4797,7.445,5018,149,en,2024
939,1298727,The Volunteers: The Battle of Life and Death,志愿军：存亡之战,2024-09-30,0,165558372,2.285,6.6,20,144,zh,2024
940,866398,The Beekeeper,The Beekeeper,2024-01-08,35000000,162619535,16.7032,7.28,4382,106,en,2024
941,801688,Kalki 2898-AD,కల్కి 2898-ఎ.డి,2024-06-26,75000000,141000000,4.1361,6.396,183,176,te,2024
942,661539,A Complete Unknown,A Complete Unknown,2024-12-25,65000000,140508652,12.5244,7.064,1496,141,en,2024
943,1100782,Smile 2,Smile 2,2024-10-16,28000000,138128854,19.9317,6.588,2249,127,en,2024
944,698687,Transformers One,Transformers One,2024-09-11,75000000,129408392,17.774,7.983,1701,104,en,2024
945,1128650,The Prosecutor,誤判,2024-12-08,38500000,128093757,4.4786,7.1,231,117,cn,2024
946,1226578,Longlegs,Longlegs,2024-07-10,10000000,127961936,9.1267,6.518,2764,101,en,2024
947,929590,Civil War,Civil War,2024-04-10,50000000,126542249,13.1762,6.856,4426,109,en,2024
948,974576,Conclave,Conclave,2024-10-25,20000000,115657988,14.9133,7.187,3491,120,en,2024
949,1278101,Big World,小小的我,2024-12-27,7000000,109500000,6.4659,8.408,103,131,zh,2024
950,1209217,Detective Conan: The Million-Dollar Pentagram,名探偵コナン 100万ドルの五稜星（みちしるべ）,2024-04-12,0,108136957,4.6685,6.857,77,110,ja,2024
951,673593,Mean Girls,Mean Girls,2024-01-10,36000000,104970953,7.4913,5.877,740,113,en,2024
952,634492,Madame Web,Madame Web,2024-02-14,80000000,100498764,9.2329,5.291,2624,117,en,2024
953,1012201,HAIKYU!! The Dumpster Battle,劇場版ハイキュー!! ゴミ捨て場の決戦,2024-02-16,5000000,100255784,5.8633,7.803,264,84,ja,2024
954,1408921,moi.digital untitled Volume 3,moi.digital untitled Volume 3,2024-08-19,0,100000000,0.0318,0.0,0,46,en,2024
956,1292380,moi.digital untitled Volume 2,moi.digital untitled Volume 2,2024-05-19,0,100000000,0.0562,5.5,2,18,en,2024
957,838209,Exhuma,파묘,2024-02-22,0,97974828,7.6688,7.651,759,134,ko,2024
958,1260951,Her Story,好东西,2024-11-09,0,97375772,3.2561,7.583,72,123,zh,2024
959,848538,Argylle,Argylle,2024-01-31,200000000,96221061,7.5706,5.979,1788,139,en,2024
960,923667,Twilight of the Warriors: Walled In,九龍城寨之圍城,2024-05-01,38400000,95399186,5.8599,7.012,460,126,cn,2024
961,937287,Challengers,Challengers,2024-04-18,55000000,94182533,12.8517,6.9,2747,132,en,2024
962,1034541,Terrifier 3,Terrifier 3,2024-10-09,2000000,90322103,11.7837,6.8,1996,125,en,2024
963,1214314,One More Shot,One More Shot,2024-01-09,0,87850934,4.917,6.541,296,102,en,2024
964,1152014,A Little Something Extra,Un p'tit truc en plus,2024-04-18,6400000,84058132,1.5217,7.1,860,89,fr,2024
965,1017163,The Roundup: Punishment,범죄도시 4,2024-04-24,0,83703350,6.906,7.214,255,109,ko,2024
966,1032823,Trap,Trap,2024-07-31,30000000,83677281,14.1563,6.235,2928,105,en,2024
967,933260,The Substance,The Substance,2024-09-07,17500000,77316812,34.6394,7.131,6243,141,en,2024
968,1114513,Speak No Evil,Speak No Evil,2024-09-11,15000000,77239314,13.6316,7.114,2216,110,en,2024
969,1084736,The Count of Monte Cristo,Le Comte de Monte-Cristo,2024-06-28,46000000,75360860,12.2563,7.9,2080,178,fr,2024
970,1103621,How to Make Millions Before Grandma Dies,หลานม่า,2024-04-04,1000000,73800000,6.0374,8.099,426,126,th,2024
971,881544,Formed Police Unit,维和防暴队,2024-05-01,0,71896273,1.0907,7.1,10,101,zh,2024
972,1241905,Moments We Shared,云边有个小卖部,2024-06-22,0,71154383,1.3654,6.143,7,131,zh,2024
